# Timemap for midi of song 110
# Stanza 1
0	5.705260770975057
3.181	9.23469387755102
3.636	10.80204081632653
6.818	14.366303854875282
7.272	15.863990929705214
10.454	19.69528344671202
10.909	21.396145124716554
14.09	24.960408163265306
# Stanza 2
0	28.957142857142856
3.181	32.05410430839002
3.636	33.688208616780045
6.818	37.05219954648526
7.272	38.6514739229025
10.454	41.98353741496599
10.909	43.547981859410434
14.09	47.01356009070295
# Stanza 3
0	50.37755102040816
3.181	54.040498866213156
3.636	55.54108843537415
6.818	59.20403628117914
7.272	61.41573696145125
10.454	64.51269841269841
10.909	65.9465306122449
14.09	69.27569160997733
# Stanza 4
0	72.83995464852607
3.181	76.1952380952381
3.636	77.62616780045352
6.818	81.22526077097505
7.272	82.72294784580501
10.454	86.121768707483
10.909	87.6542857142857
14.09	91.55233560090703
